Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"IDFC","58.00","63.80","58.00","63.20","7.50","13.46","1,236.17","766.30","64.40","36.60","68.98","25.90"
"IDEA","14.15","15.70","14.05","15.30","1.30","9.29","6,356.87","946.54","16.80","4.55","50.00","38.46"
"HINDALCO","455.50","477.35","455.50","474.75","25.10","5.58","182.58","859.60","551.85","224.55","99.98","15.02"
"TATACOMM","1,407.90","1,499.00","1,405.05","1,464.00","66.65","4.77","27.94","409.45","1,540.00","950.05","36.07","12.68"
"ABFRL","261.80","273.40","261.40","272.00","10.65","4.07","35.92","96.61","310.00","148.50","64.55","6.62"
"BHEL","57.40","59.45","57.25","59.05","1.95","3.42","294.72","173.29","80.35","34.95","66.81","0.25"
"TITAN","2,447.30","2,535.00","2,444.60","2,517.55","80.25","3.29","22.26","559.26","2,677.90","1,396.00","62.15","5.98"
"NATIONALUM","98.10","101.60","98.00","100.80","3.20","3.28","205.16","206.43","127.95","41.00","142.60","14.09"
"DLF","381.85","391.80","381.50","391.50","12.30","3.24","39.49","153.41","449.70","228.50","65.92","4.46"
"INDUSTOWER","242.15","249.80","241.10","247.90","7.45","3.10","29.26","72.37","332.80","194.10","7.11","-12.85"
"DELTACORP","252.40","260.70","247.10","259.00","7.65","3.04","59.21","151.07","308.50","138.00","59.19","5.01"
"TRENT","1,042.50","1,069.90","1,029.55","1,063.90","31.05","3.01","4.52","47.58","1,209.95","585.00","57.02","4.88"
"MOTHERSUMI","215.50","224.60","215.50","221.50","6.40","2.98","76.29","169.38","272.85","143.15","37.96","5.55"
"BATAINDIA","1,820.00","1,892.85","1,820.00","1,871.00","53.90","2.97","7.24","134.90","2,262.00","1,263.60","18.34","-0.38"
"AMARAJABAT","623.95","638.25","621.20","637.00","18.20","2.94","11.76","74.39","1,025.55","584.25","-31.94","3.09"
"PAGEIND","39,633.80","40,745.20","39,593.20","40,581.70","1,153.60","2.93","0.19","76.06","41,775.00","26,864.55","48.45","5.71"
"RAIN","230.95","244.80","230.00","239.70","6.75","2.90","64.73","155.23","272.75","121.40","88.89","20.91"
"ACC","2,163.00","2,238.50","2,162.45","2,223.80","60.55","2.80","4.68","103.66","2,589.00","1,584.20","34.92","-2.74"
"ULTRACEMCO","7,450.00","7,659.50","7,421.45","7,603.00","205.80","2.78","2.58","195.62","8,269.00","5,120.05","41.99","2.28"
"TORNTPHARM","3,182.80","3,298.50","3,182.80","3,278.85","87.90","2.75","3.58","116.73","3,298.50","2,311.10","17.40","7.78"
"BOSCHLTD","16,890.00","17,420.00","16,725.00","17,330.00","457.85","2.71","0.53","90.94","19,250.00","12,467.00","35.19","7.18"
"INDIAMART","6,350.70","6,540.00","6,291.00","6,475.60","168.60","2.67","1.69","108.53","9,950.00","6,200.00","3.59","-13.19"
"TATAMOTORS","472.70","483.60","471.85","482.80","12.40","2.64","155.41","744.79","536.70","180.40","162.18","5.28"
"BALKRISIND","2,262.80","2,330.50","2,250.00","2,320.00","56.90","2.51","2.09","48.28","2,723.80","1,516.65","43.65","6.68"
"CANBK","196.05","201.35","195.85","199.75","4.75","2.44","72.02","143.30","247.60","123.60","54.43","0.30"
"KOTAKBANK","1,762.00","1,801.00","1,760.05","1,797.80","42.55","2.42","22.13","396.50","2,253.00","1,626.00","-10.91","-8.36"
"IBULHSGFIN","215.90","219.65","215.25","218.00","5.15","2.42","192.02","418.16","313.70","154.20","1.47","-4.80"
"SUNTV","489.00","501.60","488.35","499.60","11.75","2.41","8.85","44.01","612.00","450.00","3.98","-4.10"
"UBL","1,547.70","1,591.95","1,547.45","1,585.00","37.30","2.41","2.21","34.90","1,785.80","1,051.40","36.65","5.36"
"DALBHARAT","1,811.00","1,865.95","1,798.15","1,847.50","43.15","2.39","2.02","37.35","2,548.40","1,035.10","71.42","-1.38"
"INDIACEM","187.55","194.40","187.55","192.25","4.40","2.34","26.35","50.70","232.00","142.35","10.46","4.46"
"LALPATHLAB","3,737.00","3,832.80","3,726.85","3,816.00","85.35","2.29","2.07","78.41","4,245.50","2,198.15","64.57","0.70"
"CHOLAFIN","512.25","522.60","510.00","520.20","11.50","2.26","12.06","62.34","667.40","376.35","35.15","-5.50"
"RAMCOCEM","988.00","1,023.00","982.10","1,007.00","22.30","2.26","3.65","36.87","1,132.70","766.05","23.73","7.01"
"BANKBARODA","80.10","82.30","80.10","81.95","1.80","2.25","224.68","183.54","108.00","60.75","31.96","-4.43"
"LICHSGFIN","363.40","372.30","363.05","369.95","8.10","2.24","11.68","43.18","542.45","339.75","2.68","-0.58"
"VEDL","333.30","344.45","333.30","340.75","7.45","2.24","63.00","214.51","385.90","156.10","110.27","0.56"
"ABCAPITAL","122.00","125.50","121.90","123.70","2.70","2.23","112.24","139.08","139.70","78.85","44.34","13.38"
"HONAUT","41,350.00","42,900.00","41,101.10","41,970.00","916.65","2.23","0.10","40.34","49,990.00","36,550.00","11.84","7.91"
"POLYCAB","2,420.00","2,478.60","2,405.00","2,463.00","52.25","2.17","4.03","98.77","2,648.00","1,023.50","138.44","6.81"
"SHREECEM","26,450.40","27,323.85","26,450.40","26,980.00","566.50","2.14","0.29","77.98","32,048.00","22,531.00","9.68","3.36"
"TATACONSUM","730.00","745.00","729.05","743.60","15.60","2.14","8.65","63.95","889.00","554.25","25.11","-4.50"
"SAIL","105.55","108.45","105.50","107.35","2.20","2.09","219.97","236.40","151.30","55.30","53.91","7.30"
"GRASIM","1,603.10","1,644.00","1,600.55","1,627.00","33.35","2.09","16.57","269.52","1,893.00","897.30","74.12","-2.13"
"DEEPAKNTR","2,451.90","2,494.00","2,446.00","2,491.00","50.60","2.07","6.34","157.03","3,020.00","910.50","168.47","17.53"
"IEX","248.90","254.10","248.30","252.80","5.10","2.06","60.21","151.71","318.67","68.10","13.41","-66.04"
"RECLTD","131.10","134.50","131.10","133.70","2.65","2.02","23.89","31.85","168.85","122.15","0.83","-0.63"
"JINDALSTEL","371.00","381.70","371.00","377.50","7.40","2.00","27.21","102.61","501.70","257.15","41.94","9.88"
"BPCL","376.50","387.40","376.50","385.50","7.55","2.00","38.90","149.71","503.00","357.40","0.69","4.19"
"BALRAMCHIN","359.70","369.65","357.65","369.00","7.25","2.00","24.83","90.67","398.00","157.00","117.25","18.40"
"JUBLFOOD","3,530.00","3,610.00","3,515.05","3,590.80","69.45","1.97","3.34","119.62","4,590.00","2,543.95","33.88","-1.65"
"AARTIIND","982.00","1,007.70","980.00","1,001.90","18.80","1.91","5.46","54.77","1,168.00","536.28","-17.84","6.89"
"ICICIGI","1,373.85","1,406.95","1,372.75","1,400.10","26.25","1.91","3.43","47.93","1,675.00","1,295.00","-7.28","-2.59"
"JKCEMENT","3,307.05","3,410.00","3,297.05","3,370.00","62.95","1.90","1.30","43.86","3,838.00","1,890.00","73.53","4.17"
"MARUTI","7,290.05","7,449.50","7,290.05","7,420.00","137.75","1.89","3.13","232.30","8,368.00","6,400.00","-2.53","4.98"
"IDFCFIRSTB","47.65","49.35","47.25","48.40","0.90","1.89","487.68","235.60","69.30","35.90","32.06","8.52"
"SBIN","454.25","461.40","453.10","460.20","8.50","1.88","100.06","459.33","542.30","269.50","66.20","-0.08"
"AMBUJACEM","372.40","384.30","372.00","377.90","6.95","1.87","19.07","72.24","442.50","241.70","49.72","0.88"
"PERSISTENT","4,858.70","4,925.00","4,801.00","4,899.95","89.35","1.86","3.49","169.91","4,925.00","1,465.05","219.76","18.39"
"EXIDEIND","165.90","168.60","165.35","168.20","3.05","1.85","13.37","22.43","219.30","152.60","-12.10","3.32"
"GODREJCP","955.00","974.15","952.95","967.45","17.10","1.80","7.67","74.02","1,138.00","646.15","29.14","4.80"
"INDHOTEL","176.00","181.85","175.00","180.00","3.15","1.78","46.11","82.33","230.49","91.02","47.72","-0.17"
"VOLTAS","1,203.00","1,240.00","1,199.50","1,220.10","21.30","1.78","11.99","147.12","1,356.90","810.10","48.83","1.59"
"INDIGO","1,990.00","2,025.00","1,981.80","2,014.50","34.95","1.77","4.17","83.59","2,380.00","1,502.30","19.22","5.75"
"BAJAJFINSV","16,197.55","16,500.00","16,170.00","16,451.60","284.05","1.76","2.30","377.06","19,325.00","8,273.70","83.58","-4.56"
"NAUKRI","5,440.00","5,631.50","5,440.00","5,563.05","95.65","1.75","2.54","141.31","7,465.40","4,023.90","16.44","-4.17"
"NAM-INDIA","348.00","354.00","346.95","352.20","6.05","1.75","5.14","18.03","476.45","270.00","17.32","-3.85"
"ASHOKLEY","120.60","123.65","120.50","122.65","2.05","1.70","89.89","109.91","153.50","93.75","29.38","2.46"
"GODREJPROP","1,853.25","1,881.95","1,848.15","1,871.55","31.10","1.69","3.92","73.29","2,598.00","1,200.00","34.28","-6.27"
"BERGEPAINT","764.85","781.00","757.20","772.30","12.75","1.68","10.40","80.34","872.95","675.05","2.50","2.73"
"HDFCAMC","2,415.95","2,449.95","2,411.00","2,449.00","40.45","1.68","1.18","28.70","3,365.00","2,280.00","-15.80","-2.48"
"CHAMBLFERT","388.90","396.50","388.90","393.80","6.45","1.67","8.39","32.98","451.00","200.35","69.52","8.19"
"HDFCLIFE","645.35","655.00","642.15","651.40","10.50","1.64","15.93","103.49","775.65","627.00","-3.60","-4.32"
"L&TFH","76.80","78.00","76.40","77.50","1.25","1.64","42.88","33.19","113.40","71.50","-16.76","2.99"
"AXISBANK","672.95","686.50","671.20","679.85","11.00","1.64","55.87","380.05","866.90","616.00","8.76","3.69"
"PVR","1,252.00","1,307.95","1,252.00","1,294.00","20.60","1.62","13.81","176.92","1,839.00","988.35","0.31","-5.66"
"MPHASIS","3,345.60","3,419.20","3,310.00","3,399.00","53.40","1.60","4.42","149.30","3,659.75","1,505.00","113.72","17.40"
"NMDC","131.60","134.40","131.15","133.50","2.10","1.60","42.96","57.16","213.20","103.65","15.19","0.49"
"OBEROIRLTY","852.00","869.40","851.00","860.00","13.35","1.58","5.05","43.50","1,051.90","510.00","51.42","3.27"
"BAJAJ-AUTO","3,230.00","3,264.70","3,217.00","3,251.00","50.20","1.57","2.48","80.46","4,361.40","3,027.05","-5.72","0.33"
"CONCOR","606.00","616.85","605.85","614.00","9.45","1.56","2.56","15.67","754.40","392.15","53.94","-0.97"
"ICICIPRULI","552.00","564.50","550.20","560.70","8.50","1.54","8.21","46.00","724.30","418.50","12.42","-5.45"
"HINDUNILVR","2,340.00","2,370.35","2,330.00","2,361.00","35.40","1.52","11.24","264.74","2,859.30","2,120.00","-1.89","1.87"
"TVSMOTOR","615.70","630.50","615.70","625.00","9.30","1.51","7.28","45.52","813.95","480.00","28.47","-8.96"
"SRTRANSFIN","1,204.70","1,231.50","1,201.90","1,216.00","17.80","1.49","10.58","128.74","1,696.40","1,032.40","17.03","-13.56"
"JSWSTEEL","647.80","665.00","647.30","655.30","9.50","1.47","25.00","164.59","776.50","363.20","69.72","7.71"
"NESTLEIND","19,375.00","19,814.95","19,350.20","19,690.00","283.45","1.46","0.40","78.37","20,609.15","16,002.10","7.13","2.81"
"MANAPPURAM","162.55","166.40","162.30","164.90","2.35","1.45","23.44","38.63","224.50","139.10","-0.42","0.89"
"HINDCOPPER","123.00","127.50","122.85","124.40","1.75","1.43","53.86","67.62","196.75","53.60","99.68","11.72"
"GUJGASLTD","628.00","638.45","626.45","634.80","8.85","1.41","4.69","29.64","786.00","342.05","66.09","-5.25"
"BAJFINANCE","6,882.00","6,999.00","6,875.55","6,968.05","96.95","1.41","7.70","535.39","8,050.00","4,362.00","30.63","-0.42"
"PFC","117.90","120.55","117.90","119.65","1.65","1.40","16.36","19.57","153.75","104.10","4.45","2.88"
"PIIND","2,980.05","3,048.00","2,980.05","3,032.00","41.80","1.40","1.26","38.12","3,534.90","1,981.00","37.20","5.66"
"DABUR","573.00","581.25","571.80","579.50","7.95","1.39","10.24","59.11","658.95","497.05","7.40","-2.60"
"COLPAL","1,464.70","1,484.90","1,461.65","1,481.70","20.00","1.37","3.81","56.33","1,823.40","1,392.85","-6.16","3.30"
"HEROMOTOCO","2,432.00","2,483.60","2,432.00","2,465.00","33.10","1.36","2.54","62.55","3,629.05","2,310.00","-20.52","0.64"
"HDFCBANK","1,461.50","1,484.80","1,461.50","1,481.00","19.50","1.33","31.63","467.60","1,725.00","1,342.00","3.39","-0.84"
"LUPIN","941.00","956.80","936.10","950.00","12.15","1.30","14.33","136.00","1,267.65","853.50","-2.82","7.42"
"GAIL","128.00","129.90","128.00","129.30","1.65","1.29","41.61","53.72","171.30","121.20","5.04","-0.39"
"BANDHANBNK","249.00","253.75","247.10","252.00","3.20","1.29","37.65","94.66","424.90","229.55","-37.95","-7.51"
"MARICO","508.50","516.00","508.00","513.50","6.45","1.27","9.14","46.88","607.70","379.10","27.28","-4.62"
"SUNPHARMA","834.45","850.95","834.00","845.00","10.55","1.26","33.47","282.38","851.00","550.40","44.69","12.13"
"M&MFIN","147.35","149.90","146.40","149.10","1.85","1.26","20.29","30.21","224.30","138.55","-14.43","-3.93"
"HINDPETRO","290.65","294.65","287.60","292.15","3.50","1.21","12.10","35.38","354.80","212.30","34.97","-1.00"
"EICHERMOT","2,558.00","2,604.20","2,548.55","2,588.00","31.00","1.21","4.07","105.14","3,037.00","2,303.70","2.81","9.18"
"PIDILITIND","2,434.90","2,470.00","2,434.90","2,463.00","29.10","1.20","1.78","43.78","2,532.00","1,663.80","40.77","11.66"
"AUROPHARMA","726.00","739.80","720.50","732.15","8.65","1.20","17.71","129.94","1,063.90","620.50","-19.26","10.89"
"TATAPOWER","218.90","222.00","218.35","220.95","2.60","1.19","127.38","281.15","267.85","74.45","191.49","1.91"
"ONGC","140.45","142.95","139.45","142.10","1.60","1.14","63.94","90.76","172.75","87.75","52.39","0.00"
"BRITANNIA","3,586.00","3,623.20","3,569.05","3,614.00","40.10","1.12","2.44","87.95","4,153.00","3,317.30","0.84","1.93"
"MCDOWELL-N","889.00","905.05","889.00","898.50","9.90","1.11","12.88","115.62","1,019.95","507.50","55.52","1.76"
"APOLLOHOSP","4,980.00","5,056.80","4,953.00","5,025.00","54.25","1.09","5.04","252.93","5,935.40","2,351.20","109.69","-11.65"
"CROMPTON","433.00","440.05","430.95","436.90","4.70","1.09","6.35","27.75","512.80","350.35","18.61","-2.53"
"TATACHEM","880.00","897.65","880.00","893.50","9.55","1.08","5.83","52.08","1,158.00","466.00","86.26","2.44"
"DIVISLAB","4,649.00","4,690.00","4,630.00","4,677.00","49.10","1.06","2.94","137.25","5,425.10","3,153.30","23.09","-4.14"
"MUTHOOTFIN","1,474.00","1,501.90","1,474.00","1,495.00","15.50","1.05","3.19","47.67","1,721.95","1,090.00","23.30","4.82"
"TATASTEEL","1,105.00","1,123.50","1,102.65","1,112.40","11.40","1.04","36.87","411.28","1,534.50","596.00","73.69","3.85"
"FEDERALBNK","82.20","83.50","82.10","83.05","0.85","1.03","75.08","62.28","107.65","66.25","23.49","-4.32"
"MRF","72,011.00","73,699.25","72,011.00","72,860.00","740.45","1.03","0.06","47.27","98,599.95","68,700.00","-5.28","-2.37"
"PETRONET","214.40","217.20","214.10","216.55","2.20","1.03","6.12","13.23","275.35","209.65","-12.15","-1.50"
"MCX","1,570.00","1,596.00","1,570.00","1,584.85","16.20","1.03","2.77","43.84","2,135.00","1,432.30","-9.76","-0.89"
"MGL","858.00","871.55","856.80","863.70","8.65","1.01","2.99","25.90","1,284.40","834.00","-19.31","-5.84"
"ITC","216.90","218.80","216.15","218.00","2.00","0.93","75.84","165.30","265.30","199.10","3.24","-1.42"
"M&M","834.80","845.00","830.20","836.90","7.60","0.92","15.29","128.46","979.00","704.35","16.12","0.17"
"HDFC","2,565.00","2,608.65","2,561.00","2,587.00","23.30","0.91","22.89","593.60","3,021.10","2,354.00","2.74","-3.22"
"CUMMINSIND","932.40","944.40","931.00","940.65","8.25","0.88","1.44","13.58","1,064.45","567.15","64.55","7.07"
"MINDTREE","4,755.00","4,788.90","4,724.00","4,775.00","41.40","0.87","5.37","255.72","5,060.00","1,550.20","192.95","10.31"
"IOC","110.60","112.60","110.60","111.50","0.95","0.86","58.12","64.91","141.50","86.75","22.66","-6.26"
"ADANIPORTS","725.00","735.00","725.00","730.35","6.10","0.84","25.38","185.54","901.00","478.15","50.46","6.80"
"APOLLOTYRE","217.15","222.10","217.15","218.95","1.80","0.83","22.19","48.80","261.25","174.50","21.71","7.04"
"SYNGENE","617.65","621.95","611.60","618.90","4.95","0.81","3.50","21.60","700.00","490.50","1.39","3.82"
"BSOFT","543.45","549.00","539.00","545.50","4.40","0.81","23.59","128.42","549.35","215.90","114.93","14.85"
"PEL","2,616.50","2,668.45","2,615.95","2,638.00","21.30","0.81","3.76","99.39","3,014.95","1,303.60","83.73","9.08"
"IGL","468.00","472.55","465.50","470.00","3.75","0.80","20.11","94.45","602.05","454.00","-7.03","-2.94"
"CADILAHC","481.75","486.55","476.05","483.20","3.75","0.78","22.99","110.93","673.70","408.35","0.80","3.86"
"ASTRAL","2,275.00","2,314.00","2,260.00","2,288.00","16.65","0.73","1.87","42.84","2,630.00","1,411.20","33.25","4.11"
"ICICIBANK","736.55","746.25","736.55","740.80","5.10","0.69","69.73","517.15","867.00","512.00","40.10","3.70"
"BIOCON","363.95","367.00","361.60","363.90","2.50","0.69","17.89","65.22","474.35","314.80","-20.67","0.97"
"BHARTIARTL","680.50","694.10","680.00","684.00","4.65","0.68","45.99","315.71","781.80","494.60","32.52","-6.08"
"ZEEL","319.10","323.00","318.35","320.25","2.15","0.68","78.67","252.18","378.70","166.80","46.13","-1.25"
"GSPL","292.00","296.90","290.80","294.60","1.95","0.67","2.57","7.56","379.20","190.90","31.72","-5.97"
"GNFC","438.05","449.00","437.20","440.00","2.80","0.64","14.35","63.56","518.20","202.30","97.75","3.59"
"TORNTPOWER","549.15","555.00","545.30","552.50","3.45","0.63","3.93","21.67","606.55","296.50","72.87","0.24"
"SBICARD","915.50","930.40","915.50","928.00","5.75","0.62","9.56","88.65","1,165.00","832.00","9.07","-2.37"
"ADANIENT","1,694.95","1,725.00","1,691.05","1,707.00","10.60","0.62","13.11","224.27","1,788.90","435.75","252.58","2.66"
"ABBOTINDIA","19,381.95","19,604.50","19,381.95","19,498.00","116.05","0.60","0.06","12.06","23,934.45","13,959.80","24.76","2.15"
"SRF","2,408.00","2,428.15","2,405.20","2,418.00","14.45","0.60","3.49","84.35","2,538.00","1,026.21","-56.17","20.55"
"LT","1,887.35","1,907.10","1,887.30","1,896.80","11.10","0.59","11.46","217.44","1,981.75","1,271.00","46.81","7.48"
"ATUL","8,984.90","9,050.00","8,936.90","9,038.00","52.60","0.59","0.13","12.02","10,969.00","6,222.00","39.47","3.82"
"LTI","7,324.80","7,362.00","7,252.20","7,335.00","42.50","0.58","1.94","142.04","7,564.95","3,525.00","100.35","7.71"
"PNB","37.25","37.60","37.05","37.35","0.20","0.54","314.12","117.29","48.20","31.90","14.05","0.13"
"ASIANPAINT","3,390.00","3,405.00","3,361.40","3,384.00","18.30","0.54","5.71","193.33","3,505.00","2,260.00","23.76","7.65"
"PFIZER","5,030.00","5,085.00","5,022.00","5,054.10","24.95","0.50","0.22","11.09","6,175.00","4,330.00","-1.14","-2.74"
"HAVELLS","1,376.65","1,403.00","1,376.65","1,394.10","7.00","0.50","3.86","53.95","1,504.45","897.30","54.10","2.48"
"NAVINFLUOR","4,170.00","4,205.00","4,158.90","4,180.00","20.50","0.49","0.62","26.13","4,329.00","2,217.40","60.69","11.73"
"BHARATFORG","694.15","702.85","692.10","697.20","3.30","0.48","11.18","78.07","847.95","513.35","34.70","0.51"
"LTTS","5,585.00","5,619.90","5,532.55","5,599.80","26.30","0.47","1.52","84.84","5,820.80","2,301.00","139.45","6.07"
"GLENMARK","526.00","531.25","524.40","527.30","2.45","0.47","7.39","39.08","690.95","442.05","5.62","0.67"
"RELIANCE","2,373.00","2,383.90","2,360.00","2,368.50","9.40","0.40","43.74","1,036.81","2,751.35","1,830.00","18.69","-1.53"
"COROMANDEL","753.75","763.70","750.20","755.00","2.55","0.34","1.53","11.57","956.00","709.35","-6.01","2.00"
"LAURUSLABS","540.10","544.85","536.65","539.65","1.70","0.32","10.30","55.69","723.75","333.05","54.16","6.09"
"UPL","748.00","757.10","745.55","748.95","2.30","0.31","11.31","84.84","864.70","461.20","60.34","9.87"
"INDUSINDBK","881.50","892.90","878.40","887.85","2.45","0.28","36.06","319.53","1,242.00","789.00","-1.25","0.55"
"OFSS","3,948.00","4,015.00","3,948.00","3,965.00","8.80","0.22","1.02","40.67","5,145.00","2,931.05","22.94","-6.38"
"HCLTECH","1,320.00","1,329.45","1,308.95","1,319.45","2.40","0.18","22.32","294.45","1,377.75","891.00","40.26","15.88"
"SIEMENS","2,359.35","2,386.00","2,353.75","2,359.00","4.35","0.18","3.48","82.48","2,576.85","1,557.95","49.93","9.62"
"TCS","3,742.80","3,760.00","3,731.30","3,740.00","6.25","0.17","12.07","452.01","3,989.90","2,845.00","28.55","5.97"
"WIPRO","715.80","718.80","709.10","715.30","1.20","0.17","42.75","305.09","739.85","381.20","86.08","12.25"
"APLLTD","801.95","809.75","795.65","801.00","1.30","0.16","2.08","16.69","1,120.00","720.35","-22.47","-0.71"
"COFORGE","5,890.00","5,923.45","5,820.60","5,870.00","9.35","0.16","2.77","162.40","6,030.00","2,300.00","117.84","8.07"
"METROPOLIS","3,450.00","3,478.00","3,424.05","3,441.95","4.85","0.14","1.38","47.54","3,579.90","1,848.00","75.63","4.53"
"COALINDIA","145.95","147.55","145.35","146.25","0.05","0.03","53.20","77.83","203.80","123.40","7.85","-3.78"
"DRREDDY","4,904.00","4,931.05","4,876.50","4,905.65","0.95","0.02","2.89","141.55","5,614.60","4,135.00","-5.13","4.91"
"INFY","1,890.00","1,898.35","1,871.65","1,893.00","0.15","0.01","46.19","871.78","1,909.80","1,231.00","51.83","10.53"
"ALKEM","3,645.00","3,649.70","3,608.05","3,624.00","0.00","0.00","0.68","24.77","4,070.00","2,540.05","23.75","0.85"
"SBILIFE","1,199.00","1,204.95","1,187.10","1,195.00","-0.20","-0.02","8.43","100.82","1,273.90","838.00","32.34","2.97"
"CANFINHOME","551.00","562.85","551.00","554.20","-0.30","-0.05","7.04","39.15","722.00","455.25","11.59","-6.08"
"MFSL","982.20","987.15","969.05","981.15","-1.05","-0.11","2.02","19.83","1,148.05","659.10","43.47","4.35"
"FSL","183.70","185.80","182.15","183.00","-0.20","-0.11","30.17","55.53","242.85","84.20","84.48","7.90"
"WHIRLPOOL","1,769.95","1,781.00","1,758.55","1,762.00","-2.25","-0.13","1.28","22.57","2,787.00","1,712.00","-31.89","-13.70"
"HAL","1,211.25","1,232.00","1,208.50","1,209.55","-1.65","-0.14","5.69","69.31","1,566.00","823.00","45.54","-5.27"
"STAR","450.00","451.50","445.00","446.50","-0.85","-0.19","5.29","23.73","999.00","403.30","-49.89","-8.48"
"IRCTC","834.90","840.00","829.15","831.40","-1.60","-0.19","27.12","226.19","1,279.26","281.60","-42.06","4.56"
"BEL","210.00","213.00","208.60","209.55","-0.40","-0.19","42.28","88.98","228.00","113.40","83.17","2.85"
"NBCC","46.30","47.05","45.80","45.95","-0.10","-0.22","101.93","47.18","59.80","28.95","56.29","14.02"
"ESCORTS","1,912.00","1,918.90","1,897.00","1,904.00","-4.85","-0.25","5.96","113.63","1,918.90","1,100.00","50.50","3.13"
"AUBANK","1,030.00","1,054.45","1,028.30","1,039.15","-4.20","-0.40","7.40","77.17","1,389.85","840.50","21.90","-5.20"
"POWERGRID","204.00","206.20","203.55","204.50","-0.85","-0.41","73.82","151.23","216.45","136.88","7.52","-1.09"
"IPCALAB","2,180.00","2,190.00","2,152.50","2,167.00","-9.45","-0.43","1.66","36.01","2,766.20","1,785.40","-0.39","3.18"
"TECHM","1,800.20","1,813.00","1,783.45","1,791.95","-8.00","-0.44","23.78","426.05","1,838.00","915.00","82.25","16.25"
"GRANULES","337.40","344.80","332.05","336.00","-2.30","-0.68","11.86","40.22","404.80","280.50","-7.53","11.78"
"CUB","136.50","136.55","134.30","134.90","-1.05","-0.77","15.52","21.00","189.70","128.70","-24.26","-6.77"
"DIXON","5,575.00","5,600.00","5,491.15","5,507.90","-47.60","-0.86","2.20","121.75","21,499.00","3,345.15","-58.80","7.98"
"CIPLA","955.00","957.25","942.00","944.05","-8.70","-0.91","20.39","193.17","1,005.00","738.10","14.60","-2.81"
"GMRINFRA","46.90","47.20","45.50","45.90","-0.75","-1.61","218.40","101.12","48.50","22.50","67.52","22.07"
"NTPC","126.80","126.80","124.00","124.40","-2.50","-1.97","91.55","114.23","152.10","88.15","25.53","-2.24"
"RBLBANK","128.20","133.25","123.80","127.70","-3.00","-2.30","865.79","1,107.52","274.30","123.80","-45.08","-30.08"
